4336750	16463,20846,29203
10064500	12220,28466,29099
2168250	7868,11679,6828
2737250	3228,15315,29099
6458250	22280,27205,23475
6998500	3627,8689,201
11535250	2257,16463,12394
6172000	24704,2729,13888
3304500	29099,25169,8689,7868,679,13554,3804
4844000	7868,15138,11176
1492500	11679,7868,16540
3035250	14020,11080,11196
11362000	7868,2963,5330
7545250	11679,29099,3228
5082750	7868,11080,17280
10628500	11263,12285,27791,4078,21110
11391250	28924,27998,17417
2088000	15019,4078,21110
7687500	7868,20803,682
5024500	3228,21110,7105
6754250	17945,1831,4949
2200750	2655,9315,14020
7854500	29099,4949,679
1365000	14580,679,1884
317500	7868,18805,16110
1446250	20297,11196,23482
11646500	21110,11176,29084
9782000	14020,14902,3151
5491500	20803,7868,21092
6014750	28653,21110,12220
11772000	24015,13779,5094
4850000	11605,12512,1428
4153000	21865,11080,26523
11339250	6828,21838,3174
620500	4571,7868,3627
7306250	7868,21110,22359
11137750	19891,24869,11080
5915250	15138,2367,4324
5082500	14020,7105,25372
6768000	16818,7827,18491
69500	18196,14020,18730
2808500	25372,12394,24196
364250	16079
10000250	5598,17153,28391
8845250	12394,15446,22484
7286500	4605,19328
2852250	14261,4949,29099
650750	12220,16406,12394
10976250	11679,12285,15138
6700250	11176,11578,9549
6380000	28425,12220,28059
12386500	2367,13087,12795
10773000	2257,15639,2999
11131750	7868,11196,16406
12028500	11196,13390,21392
11847750	3555,10948,17747
805750	14580,21672,18024
1530250	14120
5254500	7868,21672,20300
1838000	2963,21372,21971
1806750	26394,16463,6621
9807250	7868,26722,4571,25086
7143250	22087,29203,23896
1140750	7868,14261,15622
7103000	15019,11080,16488
3903500	15138,1392,27609
3963750	4949,11176,14020
6683250	6918,3590,1700
5693000	2655,14020,21899
11114000	25372,21110,21092
1758250	27791,12560,28481
6358500	10194,16873
11730000	21565,13390,12914,23656
12061000	21110,16463,18075
1909250	504,6326,20516
5910250	11196,937,25372
10592000	12220,7868,2257
3054250	14020,12285,29203
1381000	14261,29099,12220
6400000	2452,15672,19381,3313
3719250	4960,18624,3362
10972250	23779,16396,18697
1971500	25329,11000,7096
4259500	11176,29099,4949
10653250	20180,7868,29203
7435500	14261,11176,18730
6603750	21110,12352,7230
9811750	12220,16550,21110
691500	7868,21672,14554
38250	11176,15138,11447
2771250	26722,29490,2963
9288000	2683,11328,6401
1247000	7868,29099,2669
3684750	1831,16754,20846
3317500	679,7105,27514
9972250	15138,21110,7963
2870250	14020,17606,21110
8997500	647,10726,20449
7323750	11196,29203,14020
5354000	21110,10014,20180
7898750	7868,21838,3228
7361250	24541,17835,20207
5968250	16406,29099,11196
380000	554,12329,1773
418500	15138,6326,17429
1793250	14020,2033,679
2921750	11176,143,20184
434750	4571,3228,6104
5847500	7868,21865,11080
5522250	2257,21672,4949
8060000	18024,21110,14942
5139250	11080,911,21672
5654000	5896,4571,7868
3592750	7868,29547,3627
8792750	5598,12606,15534
4895250	7868,24541,15423
11590500	7868,11679,29203
3405000	26722,4389,11679
2378500	23774,3228,25372
10047250	3555,12132,5598
4712250	20902,2963,18388
3573750	11176,25260,12394
1792000	20154,20979,11176
10112000	21110,6839,22319
5440500	11080,17945,25272
4967250	7868,28391,1131
11046750	8637,7169,18575
5061750	2971,599,27467
4047000	7105,29446,11196
11434750	9985,20083,18758
5906250	143,27791,14020
10212500	24081,24788,29095
10845500	13390,28924,18075
3216500	2963,28992,27168
2788750	11176,11431,18515
1206500	5962
9015000	4731,7090,26299
5846250	19993,17747,27191
1688750	12220,14020,3145
1104500	21110,2683,18678
1934750	21838,11679,7868
5187750	11080,7868,29099
1063000	15019,22280,28481
4876750	949,7868,12394
4809000	28641,22211,7552
12016750	18730,11176,27683
5121750	15138,251,679
415500	554,3151,11679
2920750	23538,7868,12285
5226500	3627,8689,21110
3751500	20300,16540,12606
621500	29099,7868,6143
7405250	25372,21110,11330
9436000	504,4731,6571
7568250	12394,11176,4949
5078750	21110,10329,11080
9586500	7868,11080,8860
10768750	19993,6672,14020
1148000	1831,21110,14266
1244250	4324,1691,7980
12065000	24196,10999,14120
2198750	12220,16550,12394
5898500	26722,374,7105
6234000	21372,17020,16463
835000	7868,14020,19632,8637,14048,5848
11896000	3228,16564,11176
154750	11196,8943,14119
3723750	14020,1831,4078
4193750	21657,11196,29099
3211250	16110,27155,6148,11176
5438000	14145,26614,14533
1074750	11080,12220,2257
563500	7868,28653,23928
9055750	18024,21110,11201
9716500	4949,7868,11465
3661500	21110,13853,12754
3014750	7868,18558,11196
10944750	25372,155,11080
892500	7868,3627,23516
11552750	16011,12220,23448
3849750	9549,26699,21071
1911500	16110,8868,11196
8100250	7868,27117,14952
10546500	21838,5955,28508
8172250	2217,6290,7354
9069000	7868,22393,21110,28017,3627
11129250	11080,949,14577
4317250	21110,12220,15159
11340250	14294,26973,12394
9671750	7868,26722,29203
11397250	23541,7762,10617
3644250	7868,16406,8637
11564250	1831,25483,14969
12377250	14020,18075,15138,7868
1046250	27791,2257,6621
4376250	8689,15631,2826,14119,27637,29203
7034000	29203,3850,9341
5037000	7868,26722,27791
4770500	14020,12220,2610
2386250	7061,26754,1008
5911250	12352,7868,22489
7060500	504,23214,11080
6497000	20747,647,20902
6683750	29203,5267,4731
4852500	911,11080,7868,9563
2138750	14120,11029,21334
2448250	949,21672,21865
9121750	21838,7868,18805
5865750	3228,11652,28937
3549000	14261,5184,5285
10185000	6104,25770,10151
1499750	1831,23662,20127
6272000	12055,6080,2803
5735000	7868,12168,11080
10297000	25058,10176,9340
8230750	24977,11939,11461
417250	12068,3627,9549
1110750	21110,3458,22499
42000	13390,679,4078
3625250	21110,21372,26614
4809750	679,1831,21110
9179500	12220,11196,17629
4184250	12220,241,14020
1240250	12394,8689,20297
5264500	12220,1642,12394
11616250	21975
4063000	19974,22280,6148
9782500	4949,23662,6352
1181250	6672,21110,7868
7699500	13592,23928,21672
7375000	21110,2655,16463
8170750	1966,23143,2826
8666500	11790,15672,24015
12384250	3658,21747,5458
11972750	15631,647,21693
10264750	7552,18689,5613
3895750	8689,12475,12933
9628250	18024,23779,20750
266500	10282,9486,255
10756500	14942,12977,9563
6977000	7868,12964,5334
1985250	2683,11196,21110
309750	15365,28653,4545
2882750	4452,11080,679
8129250	7868,16323,10718
7892000	911,1530,14020
9592500	7868,679,10329
2253250	11196,18730,7868
6619500	3627,21110,11465
3581250	12512,22126,21110
11737250	599,6988,23273
4658500	21110,679,18075
7322250	23861,11176,4949
1165500	15423,290,6805
9215000	14294,6352,12394
5143250	21110,14482,29547,9563
9438000	12220,24977,8689
5726500	14020,7868,25733
3226500	7868,12394,25372
139000	679
4447000	7868,4078,3627
1025250	13247,29203,14119
8822250	21110,18013,17483
1727500	3228,4452,7868
12229000	17389,7868,2257
8799750	7868,20826,11080
9512750	4239,11080,27205
9212500	25372,21110,22280
5239500	21110,14153,8689
1459750	16550,12220,21110
9199500	24969,29099,7868
7002750	7868,1831,21110
472000	25333,3515,6211
4257000	11196,11176,4949
6751750	3658,13737,12352
6849750	2655,29099,25372
83250	4220,1731,2963
7830250	25372,5779,554
9394500	29099,16540,21110
5745000	26722,11080,2257
8314250	11196,27618,16540
2676250	4970,15446,5267
10818500	7868,29099,18730
8243500	11196,4949,11176
3096750	15315,11196,3228
8040000	7868,2655,15138
1114000	4731,2826,8188
8324500	14020,9848,3228
7494250	12528,21991,2199
19500	11080,7868,14261
2752000	11679,3032,7868
8248750	12394,29203,8628
7893250	11080,28410,21110
11984750	3627,8689,20207
5539250	7868,8689,155
3215500	10914,4691,13878
10119250	7868,20425,27791
9437500	12168,2683,489
2232500	679,14261,11196
11939000	2257,11196,23409
1953250	14020,12394,3658
10229250	8689,24541,7297
11141500	2945,21657,23475
711500	26722,11052,17118
8757750	23928,26288,18024
764000	18990,25618,7208
3288750	3937,5429,17181
9123500	12168,15138,20846
10257500	10893,22556,10106
1724000	7868,12352,11080
3742000	13020,23656,4078
10713250	4078,2655,21865
10261750	14261,5285,23896,12285,11679
8435250	14261,18730,11080
6258500	12068,20471,1432
6904000	9111,5267,642
393250	4949,7868,11176
2132250	14159,1831,8628
4399750	6148,679,21110
9720000	21092,1392,16110
4189500	3627,9165,10329
12015000	15138,13097,24977
5899750	12220,11679,16550
8529750	15138,22583,28059
4620000	15934,414,18275
9163000	11080,7868,23475
887750	15019,15934,26754
6140500	26722,21110,637
2078000	27791,679,7868
2968250	21110,12220,14273
3913250	8689,14020,12220
4195500	12285,15315,22246
1724250	12977,3228,20425
2975500	7868,16406,16939
11613500	7868,26722,2257
6807250	22393,25372,27791
747500	5210
4421250	16110,1591,13888
12388250	11196,28391,15138
5959000	4078,251,14153
11121500	20297,13049,24601
1517000	27205,4808,12977
11158000	7868,21930,239
9694750	11080,911,9838
4059500	7868,16463,29099
267250	679,7105,12977
7163250	2257,10329,18805
2988000	22482,21110,12606
1338750	12352,11080,12168
1622500	7868,14020,679
3892750	13020,22204
5769750	143,12220,26614
8528750	15315,24196,26585
7785250	11790,12132,21657
10052000	21110,22126,143
1812000	11196,7868,29077
12142750	26722,29099,15019
8070000	11080,10329,18024
2033500	3627,8689,11176
11527500	21110,27791,8637
8346250	16939,1831,12285
10774750	14942,27791,2899
10309250	14942,21110,14261
6061250	11176,4949,679
4025000	4571,18024,18575
5256500	7868,614,20679
2480750	21110,23284,12394
7269250	21110,1831,26180
1525000	11196,2257,7868
1966250	2257,26722,3228
2148250	14294,21110,6868
4073250	7868,27415,17153
10224750	11679,21110,1481
3310750	8689,26722,25086
11631250	5598,12606,2963
5110750	11176,7096,25793
8385000	504,7680,9111,23284,21110
10840750	7105,24385,8689
9802000	5883,7868,15138
746000	21865,7105,155
599750	20297,12285,7868
4921000	8689,15534,24015
4716750	21110,2963,8511
5407750	6352,11080,29099
8280500	17972,16674,4662
9103250	12220,9563,1831
11949750	6571,2198,13554
3734250	16540,6290,14694
9839750	21110,8689,28410
11494250	11196,8676,10144
6957500	16722,15534,25372
984500	27791,2513,26722
861250	21110,25372,10176
8096750	26485,11196,23896
7269750	19475,16540,13354
8271000	11280,6104,7356
439000	7868,25415,647,9066,21841
8649250	18024,2826,29203
6003750	7868,12285,4949
12234750	11080,21110,26736
10799000	14533,13240,19026
2891500	2257,8027,3627,14580,26722
2733500	25260,19824,7552
6354500	26159,5377,25605
3295250	12285,15534,21490
11894500	15138,14020,24009
11220500	12285,11431,3627
5697750	27791,2367,21110
3266750	12220,679,5416
2322750	15138,25372,20480
776750	3228,2257,2963,16939,26722
1767500	2963,15831,12132
6571000	4254,12162,22877
10588000	14020,15138,16628
8160750	11196,18529,15308
10185750	2257,911,9838
11923000	8689,18730,3228
5642000	11176,10840,4949
282500	2683,12055,14020
1459000	25372,25260,12977
5465250	15138,26114,27168
8215250	14261,14020,8689
5987000	15639,25596,27060
6852750	4949,27906,12285
8861500	29377,25656,12284
7116750	11196,2257,14930
10539250	14020,1461,16406
8628250	20979,26288,28481
1047000	21110,7954
725000	2257,25372,1831
2428500	21110,26722,17153
11711250	24942,1392,6175,14020
2807500	27117,29203,12688,11196,7552,18024
10312750	3627,12352,15934
4392000	5285,16527
6921750	19197,12220,29497
5440750	19862,25029,27210
10477000	25212
11503250	504,26722,10694
4215750	7868,11391,12352
11683250	7868,12541,29099
6067750	29099,7105,23698
4625750	1428,15446,9838
5994250	18180,7105,8816
7184500	7868,18805,10193
10057000	27625,25420,6839
9651250	26754,12220,1598
8848250	10329,25372,23662
6900500	21659,6805,4078
8033500	21110,12220,2471
10979500	25372
3350250	18736,25420,12220
4037500	26614,25372,14523
448250	15911,19962,18196
12204750	6571,7963,21681
1620500	23735,12230,15138
11032250	2963,3627,28653
5999000	26871,20630,24590
799000	29099,18730,26722
4533750	21110,26699,13592
6634500	9454,18213,1257
3149000	9486,13162,29008
5012750	11196,13020,7868
10927500	14580,27191,27785
4922750	2669,25733,18013
4963500	21110,21092,13240
5742000	29465,19523,25261
2557000	7868,4571,7105
2006000	25372,15534,17060
5751500	11679,12977,25488
203750	25372,4728
8072250	11196,14020,19036
11751000	21110,10404,28297
6523250	11196,14020,16540
6848750	21336,8689,12160
3257000	679,15534,7868
6257000	12285,23628,16540
11283500	12220,21110,10680
3075000	201,6592,5995
10642000	20536,251,7323
2476250	21110,23202,21950
4004500	6571,4949,1831
10063000	21110,2257,22393
8573000	28049,21110,16110
1661750	14020,11080,7868
848500	11196,9838,14261
9513250	7868,22319,23928
6250250	16564
12275500	21930,5429,21110
6766250	29547,12285,29203
8940500	11080,251,2655
12331000	18180,28184,11330
11747250	13093,16918,18730
5287000	12394,18196,27514
12154500	7868,7105,4949,11176,17640,12159
5155750	18024,18805,12453
1629250	18024,19891,29099
4680000	16463,25372,2655
2823250	2610,25329,2410
8617500	28270,27625,11280
12004000	16540,15307,18683
11687000	8689,27400,431
6571750	16540,155,14580
10578000	7868,28992,18024
2688750	155,7868,22749
11300000	2963,11679,11176
7383000	7868,27791,21838
7476250	29099,15019,13873
6564500	12977,11176,11196
11612500	5848,19974,18075
2492500	20979,11124,11849
8745250	679,8689,5848
9946250	21865,26619,3720
7703750	18075,7868,527
3787750	26969,2610,19458
7657250	7997,29445,2043
1528500	3627,23774,21092
965500	20297,18712,2963
4880250	12220,25372,1831
3954500	15584,12162,26315
1118250	11176,21110,6672
4087750	27791,251,3627
4902250	7868,4709,18730
5467250	21110,679,12220
7918750	7868,11652,18275
7450000	7868,14261,12977
252500	23656,23861,18544
12173500	3627,554,21110,14266,15405,28184,28370
4133750	25372,1831,27638
11078500	18024,2655,9275
6412250	15159,7260,21110
9973000	23475,18227,25260
3846250	11679,23143,15584
3010000	4220,25372,13975
3312500	19993,22280,949
861750	23284,4078,28924
236000	29203,8637,911
6015000	27092,24323,21865
4547500	7868,8257,25372
5226250	8689,19155,14020
12239250	7868,21838,25618
731750	7692,29008,9195
1855750	7868,7105,14261
6848000	12977,24601,11196
12015250	11080,23604,14806
10816000	20747,27334
7445000	18075,25372,4913
791500	24831,10329,20297
6780500	4571,10893,14261
12337750	21092,13888,554
11957000	12977,14261,16818
8216750	12285,24281,7868
39750	16663,4896,24848
1173500	5598,5848,21110
5238000	15018,29099,14580
7483500	21865,11080,25372
6694750	14020,18730,12352
11167500	2469
4782250	679,27791,10778
1906000	21110,2683,12220,12285,1831,16540
11734000	14261,14490,679
8049000	20979,21092,27544
3590000	28924,7567,11694
6713250	2367,2945,1758
5292000	21672,11670,19974
6872750	7868,14020,20393
7715000	7868,24978,11790
745750	3228,29099,24869
154500	8689,21110,12168
9278500	8943,24307,8965
10609250	8693,2963,5598
10598500	12220,7105,155
7976750	3228,25372,25483
6301250	7868,8689,29547
64000	11080,12394,21110
10095000	14261,21092,25372
11936000	13020,10948,26722
2364500	11080,12329,6908
3675000	13779,9563,7297
10715500	2655,21110,6820
8149250	11679,11196,7868
9173750	16110,11196,16540
11625250	18990,28017,2655
8163500	2257,18868,7868
11558000	14020,25372,749
969750	2963,2367,17823
8949750	17438,16818,4808
10966250	251,4949,11176
7588000	10329,28653,7105
8508750	6290,4694
10592750	7868,15934,23798
4256000	11679,27791,3324
5962750	2683,7105,21838
371250	21110,15401,22889
11794250	29099,12220,11679
7345250	15138,23656,22484
10492250	7868,4949,11176
2187500	23628,2963,12162
3288250	7868,16110,11176
2940000	26722,11767,24519,12168,14580,13561
3410000	12855,16463,18990
3781500	241,911,21672
8216500	22552,2257,3746
2076000	7868,3390,24886
6155250	14020,4220,18180
9394250	11196,25372,29203
4631250	29099,7868,11176
3799500	21768,21838,15584
5293250	679,12220,12058
1086750	7868,18977,1084
5261000	21672,18730,8689
9352750	18075,28759,2683
4886500	21110,12285,17640
7003500	11196,14261,29099
4501000	970
5052000	7868,12220,7541
3511000	14020,29203,13020
8111500	11080,2257,7868
3861500	7868,11080,23423
1838750	16818,21110,3228
11440500	14261,3228,26722
4118250	5185,11196,3228
7787500	17771,19217,16009
8051750	12220,20297,14020
11313000	11196,3228,6482
4304250	7868,679,14261
